"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"ST","2023-05-09","76.4","-2.51","5.67","Ohtani, Shohei",682073,660271,,"called_strike",,,,,5,"David Hensley singles on a ground ball to right fielder Hunter Renfroe.","R","R","R","LAA","HOU","S",,,0,1,2023,"1.12","0.38","0.24","2.58",,,,1,7,"Top",,,,,608360,,,3.7838003232847863,-111.2666793853497,-0.17036623503062942,8.649204667853821,19.763771437546133,-29.188561812252782,"3.29","1.68",,,,"76.7",2321,"6.5",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"54.04",,,,,,,,51,2,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",122,"0","-0.038"
"SI","2023-05-09","93.5","-2.18","5.7","Ohtani, Shohei",682073,660271,,"called_strike",,,,,8,"David Hensley singles on a ground ball to right fielder Hunter Renfroe.","R","R","R","LAA","HOU","S",,,0,0,2023,"-1.52","0.27","0.04","2.14",,,,1,7,"Top",,,,,608360,,,9.171030328823903,-135.71516348275367,-3.98109084066759,-20.88677325995336,32.438901219244066,-28.164259466024347,"3.33","1.68",,,,"94",1818,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.56",,,,,,,,51,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",268,"0","-0.027"
"SI","2023-05-09","95.3","-2.32","5.64","Ohtani, Shohei",455117,660271,"strikeout","swinging_strike",,,,,8,"Martin Maldonado strikes out swinging.","R","R","R","LAA","HOU","S",2,,2,2,2023,"-1.56","0.38","-0.12","1.51",,,,0,7,"Top",,,,,608360,,,9.361786834604551,-138.20843719381963,-6.007169061255334,-22.22200792667565,35.21159554570492,-26.04815798232756,"3.13","1.48",,,,"95.4",1891,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.63",,,"0",1,0,0,,50,5,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",275,"0.014","-0.204"
"FF","2023-05-09","98","-2.17","5.71","Ohtani, Shohei",455117,660271,,"ball",,,,,14,"Martin Maldonado strikes out swinging.","R","R","R","LAA","HOU","B",,,1,2,2023,"-0.46","1.1","1.42","2.06",,,,0,7,"Top",,,,,608360,,,10.856136833065102,-142.18122890455535,-6.957030279959561,-8.762429091583899,33.58603823676971,-15.711960442559613,"3.21","1.5",,,,"98.8",2179,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.56",,,,,,,,50,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",212,"0","0.03"
"FF","2023-05-09","97.5","-2.08","5.86","Ohtani, Shohei",455117,660271,,"ball",,,,,14,"Martin Maldonado strikes out swinging.","R","R","R","LAA","HOU","B",,,0,2,2023,"-0.34","1.19","1.95","1.96",,,,0,7,"Top",,,,,608360,,,11.684363297316429,-141.34123496119432,-7.753604262176401,-7.18706235725746,32.20767520034979,-14.57963524269379,"3.17","1.5",,,,"98.2",2292,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.61",,,,,,,,50,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",205,"0","0.025"
"SI","2023-05-09","93.4","-2.15","5.63","Ohtani, Shohei",455117,660271,,"swinging_strike",,,,,4,"Martin Maldonado strikes out swinging.","R","R","R","LAA","HOU","S",,,0,1,2023,"-1.55","0.07","-0.4","2.08",,,,0,7,"Top",,,,,608360,,,7.993880894586755,-135.54899907432375,-3.4123485382280423,-20.924245667584863,36.176424191268836,-30.627501776004845,"3.13","1.48",,,,"93.3",1787,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.62",,,,,,,,50,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",218,"0","-0.048"
"SI","2023-05-09","91.8","-2.27","5.76","Ohtani, Shohei",455117,660271,,"swinging_strike",,,,,5,"Martin Maldonado strikes out swinging.","R","R","R","LAA","HOU","S",,,0,0,2023,"-1.32","0.29","0.12","2.23",,,,0,7,"Top",,,,,608360,,,8.996647215980708,-133.27597887625276,-3.6246326306868126,-17.83699657149627,33.01518921318657,-28.061998899003815,"3.13","1.48",,,,"91.9",1824,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.65",,,,,,,,50,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",320,"0","-0.037"
"FF","2023-05-09","98.5","-2.24","5.74","Ohtani, Shohei",676694,660271,"strikeout","foul_tip",,,,,2,"Jake Meyers strikes out on a foul tip.","R","R","R","LAA","HOU","S",2,,1,2,2023,"-0.13","1.38","-0.23","3.19",,,,2,6,"Top",,,,,608360,,,5.830980690701937,-143.34679027086935,-4.687900561527888,-3.212771478677406,34.92859805254733,-12.291969371224852,"3.26","1.53",,,,"99.3",2184,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.63",,,"0",1,0,0,,44,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",141,"0.008","-0.071"
"ST","2023-05-09","84.7","-2.68","5.4","Ohtani, Shohei",676694,660271,,"swinging_strike",,,,,14,"Jake Meyers strikes out on a foul tip.","R","R","R","LAA","HOU","S",,,1,1,2023,"1.75","0.21","1.16","1.66",,,,2,6,"Top",,,,,608360,,,5.513739576273589,-123.18030172294465,-2.7345164699017603,16.359269844600007,27.796758683616776,-29.664042589789396,"3.26","1.53",,,,"84.8",2521,"6.7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.83",,,,,,,,44,3,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",70,"0","-0.026"
"SI","2023-05-09","97.9","-2.34","5.61","Ohtani, Shohei",676694,660271,,"ball",,,,,14,"Jake Meyers strikes out on a foul tip.","R","R","R","LAA","HOU","B",,,0,1,2023,"-1.44","0.61","0.29","1.07",,,,2,6,"Top",,,,,608360,,,10.523257146280951,-141.96731042267498,-8.155922725926462,-21.945014510533372,35.75757640434949,-22.04573709709992,"3.34","1.55",,,,"98.3",1470,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.57",,,,,,,,44,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",331,"0","0.015"
"SI","2023-05-09","95.9","-2.2","5.61","Ohtani, Shohei",676694,660271,,"called_strike",,,,,6,"Jake Meyers strikes out on a foul tip.","R","R","R","LAA","HOU","S",,,0,0,2023,"-1.32","0.46","0.29","2.5",,,,2,6,"Top",,,,,608360,,,9.704520274089782,-139.3158864140032,-3.639394070052398,-19.504988694954182,33.80719078866837,-25.50350870404311,"3.25","1.55",,,,"96.6",1270,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.53",,,,,,,,44,1,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",310,"0","-0.021"
"ST","2023-05-09","84.1","-2.3","5.88","Ohtani, Shohei",667452,660271,"field_out","hit_into_play",,,,,8,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","X",6,"ground_ball",3,2,2023,"1.63","0.1","0.09","2.09",,,,1,6,"Top",111.93,155.85,,,608360,,,2.3440760519872406,-122.46237876188701,-2.6083425931504713,15.905219368989624,24.517313483487587,-30.908290332138762,"3.33","1.65",4,"62.8",-32,"84.8",2432,"6.7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.76",0.057,0.051,"0",1,0,0,2,43,7,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",41,"0.012","-0.215"
"FF","2023-05-09","98.3","-2.18","5.64","Ohtani, Shohei",667452,660271,,"foul",,,,,5,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","S",,,3,2,2023,"-0.32","1.11","-0.06","2.42",,,,1,6,"Top",,,,,608360,,,6.559223849174549,-142.91137644911504,-5.846450315098726,-6.077853734818649,36.72986065761773,-15.766536552648258,"3.33","1.65",202,"75.5",31,"98.7",2247,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.68",,,,,,,,43,6,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",222,"0","0"
"FF","2023-05-09","95.9","-2.29","5.64","Ohtani, Shohei",667452,660271,,"swinging_strike",,,,,4,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","S",,,3,1,2023,"-0.13","1.16","-0.36","2.74",,,,1,6,"Top",,,,,608360,,,5.465494956080943,-139.49892257467732,-4.708655956040082,-3.0145821549239,33.71944137891786,-16.18786723300545,"3.33","1.65",,,,"96.8",2158,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.51",,,,,,,,43,5,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",212,"0","-0.067"
"FF","2023-05-09","96.2","-2.38","5.69","Ohtani, Shohei",667452,660271,,"ball",,,,,11,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","B",,,2,1,2023,"-0.27","1.19","-0.97","3.89",,,,1,6,"Top",,,,,608360,,,4.415266488876829,-140.01731132056213,-1.8825884175405359,-4.615413817946717,34.49133365568548,-16.354331901417105,"3.28","1.67",,,,"96.8",2267,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.68",,,,,,,,43,4,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",201,"0","0.078"
"FF","2023-05-09","97.8","-2.03","5.82","Ohtani, Shohei",667452,660271,,"ball",,,,,12,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","B",,,1,1,2023,"-0.31","1.24","0.84","2.82",,,,1,6,"Top",,,,,608360,,,8.527945414598134,-142.03626090098817,-5.46854694383766,-6.219212764158151,34.865686718012874,-14.287861811231943,"3.3","1.67",,,,"98.6",2272,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.51",,,,,,,,43,3,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",209,"0","0.037"
"ST","2023-05-09","86.9","-2.17","5.97","Ohtani, Shohei",667452,660271,,"foul",,,,,4,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","S",,,1,0,2023,"0.68","0.19","-0.5","2.41",,,,1,6,"Top",,,,,608360,,,2.6435271144514347,-126.53304757153082,-2.7105391123872495,6.664472943525292,27.42348220698672,-29.823647240662222,"3.33","1.65",15,"74.6",-9,"87.3",2862,"6.7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.84",,,,,,,,43,2,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",151,"0","-0.034"
"FF","2023-05-09","95","-2.13","5.92","Ohtani, Shohei",667452,660271,,"ball",,,,,11,"Corey Julks grounds out, shortstop Zach Neto to first baseman Gio Urshela.","R","R","R","LAA","HOU","B",,,0,0,2023,"-0.47","1.38","-1.19","3.98",,,,1,6,"Top",,,,,608360,,,3.572088475267959,-138.4317281908389,-2.544656663804854,-6.885700846262757,30.342838853410463,-14.056217366306685,"3.3","1.67",,,,"96.1",2282,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.71",,,,,,,,43,1,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",211,"0","0.028"
"FF","2023-05-09","95.9","-2.29","5.72","Ohtani, Shohei",665161,660271,"field_out","hit_into_play",,,,,1,"Jeremy Pena pops out to second baseman Brandon Drury.","R","R","R","LAA","HOU","X",4,"popup",1,0,2023,"-0.15","1","-0.39","3.47",,,,0,6,"Top",160.25,146.91,,,608360,,,5.441781380566322,-139.55468054011098,-2.6453885889632875,-3.229017391417959,31.087605493870083,-18.73357548290359,"3.56","1.76",160,"70.1",58,"96.9",2335,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.65",0.023,0.021,"0",1,0,0,3,42,2,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",215,"0.017","-0.273"
"ST","2023-05-09","82.1","-2.41","5.69","Ohtani, Shohei",665161,660271,,"ball",,,,,11,"Jeremy Pena pops out to second baseman Brandon Drury.","R","R","R","LAA","HOU","B",,,0,0,2023,"0.95","0.39","-2.05","2.87",,,,0,6,"Top",,,,,608360,,,-1.044258883546167,-119.66958631140697,-0.6102807082613491,9.360603172738095,22.96799113310281,-28.565557510600648,"3.62","1.78",,,,"82.6",2418,"6.5",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.95",,,,,,,,42,1,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",76,"0","0.039"
"FF","2023-05-09","100.6","-2.22","5.65","Ohtani, Shohei",663656,660271,"field_out","hit_into_play",,,,,6,"Kyle Tucker grounds out, first baseman Gio Urshela to pitcher Shohei Ohtani.","R","L","R","LAA","HOU","X",3,"ground_ball",0,1,2023,"-0.52","1.11","0.56","2.33",608324,670541,,2,5,"Top",156.17,166.59,,,608360,,,9.054333473389754,-146.13689889387803,-6.511291925374741,-9.686989067492517,37.058154232600465,-14.863386334662229,"3.55","1.74",5,"87.9",-23,"101.5",2178,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.46",0.131,0.135,"0",1,0,0,2,37,2,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",221,"0.044","-0.489"
"ST","2023-05-09","84.1","-2.58","5.44","Ohtani, Shohei",663656,660271,,"called_strike",,,,,4,"Kyle Tucker grounds out, first baseman Gio Urshela to pitcher Shohei Ohtani.","R","L","R","LAA","HOU","S",,,0,0,2023,"2.11","-0.02","-0.28","2.74",608324,670541,,2,5,"Top",,,,,608360,,,1.150485139306392,-122.37339982967724,0.27939888020890224,20.635284872641083,28.430983873816462,-32.64819181887791,"3.34","1.76",,,,"84.3",2595,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.67",,,,,,,,37,1,"Sweeper",1,3,3,1,3,1,3,1,"Standard","Standard",60,"0","-0.058"
"SI","2023-05-09","95.6","-2.31","5.47","Ohtani, Shohei",547989,660271,"field_out","hit_into_play",,,,,4,"Jose Abreu grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.   Alex Bregman to 3rd.    Yordan Alvarez to 2nd.","R","R","R","LAA","HOU","X",5,"ground_ball",0,1,2023,"-1.2","0.07","-0.36","2.33",,608324,670541,1,5,"Top",111.29,171.7,,,608360,,,7.940591151969343,-138.90981831619456,-2.7238841956728916,-17.462321557927886,35.73151913818955,-30.829514447599877,"3.42","1.65",2,"84.5",-53,"95.8",2611,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.65",0.174,0.157,"0",1,0,0,2,36,2,"Sinker",1,3,3,1,3,1,3,1,"Standard","Standard",184,"0.021","-0.527"
"FF","2023-05-09","98","-2.18","5.69","Ohtani, Shohei",547989,660271,,"called_strike",,,,,8,"Jose Abreu grounds out, third baseman Anthony Rendon to first baseman Gio Urshela.   Alex Bregman to 3rd.    Yordan Alvarez to 2nd.","R","R","R","LAA","HOU","S",,,0,0,2023,"-0.51","1.38","0.05","2.03",,608324,670541,1,5,"Top",,,,,608360,,,7.291264513013159,-142.3972094652642,-7.644036699357165,-8.730254069591048,34.883794276806825,-11.82089555599622,"3.35","1.67",,,,"98.8",2067,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.53",,,,,,,,36,1,"4-Seam Fastball",1,3,3,1,3,1,3,1,"Standard","Standard",266,"0","-0.091"
"FC","2023-05-09","94.9","-2.65","5.45","Ohtani, Shohei",670541,660271,"single","hit_into_play",,,,,7,"Yordan Alvarez singles on a ground ball to left fielder Taylor Ward.   David Hensley scores.    Alex Bregman to 2nd.","R","L","R","LAA","HOU","X",7,"ground_ball",0,0,2023,"0.37","0.36","-0.63","2.19",,682073,608324,1,5,"Top",94.97,103.23,,,608360,,,4.511779275918874,-138.18861214062755,-3.7058215256308102,3.732870379531471,30.853308472296725,-26.99481005136248,"3.53","1.76",42,"108.6",-1,"96",1610,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.59",0.494,0.451,"0.9",1,1,0,4,35,1,"Cutter",1,2,2,1,3,1,3,1,"Standard","Standard",5,"-0.105","0.931"
"FF","2023-05-09","98.4","-2.13","5.85","Ohtani, Shohei",608324,660271,"single","hit_into_play",,,,,1,"Alex Bregman singles on a pop up to second baseman Brandon Drury.   David Hensley to 2nd.","R","R","R","LAA","HOU","X",4,"popup",1,2,2023,"-0.56","1.37","-0.75","2.82",,,682073,1,5,"Top",167.88,140.12,,,608360,,,5.108004932248954,-143.08782269559433,-5.982257676998601,-8.933025602766733,35.5185625662606,-12.136465954103617,"3.15","1.54",177,"61.1",42,"99.2",2237,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.55",0.297,0.286,"0.9",1,1,0,3,34,4,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",220,"-0.036","0.592"
"FF","2023-05-09","95.5","-2.22","5.68","Ohtani, Shohei",608324,660271,,"foul",,,,,5,"Alex Bregman singles on a pop up to second baseman Brandon Drury.   David Hensley to 2nd.","R","R","R","LAA","HOU","S",,,1,1,2023,"-0.22","1.27","0.15","2.09",,,682073,1,5,"Top",,,,,608360,,,6.8485904521583585,-138.8330609029545,-6.7409538795022055,-4.503388030733317,32.69140358865382,-14.39017659511862,"3.15","1.54",214,"75.8",44,"96.4",2146,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.51",,,,,,,,34,3,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",138,"0","-0.063"
"FF","2023-05-09","95.7","-2.11","5.76","Ohtani, Shohei",608324,660271,,"foul_tip",,,,,12,"Alex Bregman singles on a pop up to second baseman Brandon Drury.   David Hensley to 2nd.","R","R","R","LAA","HOU","S",,,1,0,2023,"-0.07","1.29","0.88","2.74",,,682073,1,5,"Top",,,,,608360,,,8.143446169587929,-138.94169271137034,-5.25674638144528,-2.948853258345584,34.42726223929643,-14.448822620226622,"3.15","1.54",,,,"96.5",,"7.1",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.39",,,,,,,,34,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",,"0","-0.076"
"FC","2023-05-09","85.5","-2.25","5.86","Ohtani, Shohei",608324,660271,,"ball",,,,,11,"Alex Bregman singles on a pop up to second baseman Brandon Drury.   David Hensley to 2nd.","R","R","R","LAA","HOU","B",,,0,0,2023,"0.45","0.03","-1.13","3.65",,,682073,1,5,"Top",,,,,608360,,,1.745634888188942,-124.54350824971415,1.0654246806643315,4.244223574086984,26.803284070687802,-32.32543845989052,"3.19","1.56",,,,"85.9",2466,"6.7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.84",,,,,,,,34,1,"Cutter",1,2,2,1,2,1,2,1,"Standard","Standard",15,"0","0.047"
"SI","2023-05-09","95.8","-2.22","5.6","Ohtani, Shohei",643289,660271,"single","hit_into_play",,,,,7,"Mauricio Dubon singles on a line drive to right fielder Hunter Renfroe.","R","R","R","LAA","HOU","X",9,"line_drive",0,1,2023,"-1.18","0.44","-0.32","1.9",,,,1,5,"Top",194.29,116.19,,,608360,,,7.778798789037222,-139.19497382676326,-5.183341705314011,-17.138899444256978,32.01385125360354,-25.472801676680323,"3.37","1.66",244,"80.7",25,"96.8",1964,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.53",0.317,0.291,"0.9",1,1,0,3,33,2,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",327,"-0.026","0.3"
"SI","2023-05-09","95.7","-2.34","5.56","Ohtani, Shohei",643289,660271,,"called_strike",,,,,6,"Mauricio Dubon singles on a line drive to right fielder Hunter Renfroe.","R","R","R","LAA","HOU","S",,,0,0,2023,"-0.99","0.51","0.5","2.32",,,,1,5,"Top",,,,,608360,,,9.86339860742545,-139.05434680533705,-4.145329087494965,-15.013195050756593,30.379521324672034,-24.75576477038876,"3.28","1.68",,,,"97",1516,"7.1",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.44",,,,,,,,33,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",332,"0","-0.027"
"ST","2023-05-09","85.8","-2.76","5.29","Ohtani, Shohei",455117,660271,"home_run","hit_into_play",,,,,5,"Martin Maldonado homers (2) on a fly ball to left field.   Jake Meyers scores.","R","R","R","LAA","HOU","X",,"fly_ball",3,2,2023,"1.4","0.14","0.2","2.04",,676694,,1,5,"Top",38.22,65.84,,,608360,,,4.201171775591015,-124.98799741843622,-1.7357098502135146,13.826378777889339,25.595400523412632,-30.608732961557052,"3.13","1.48",393,"99.9",26,"86.6",2561,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.75",0.52,0.863,"2",1,0,3,6,32,6,"Sweeper",1,0,0,1,2,1,2,1,"Standard","Standard",73,"-0.238","1.569"
"SI","2023-05-09","97.3","-2.33","5.49","Ohtani, Shohei",455117,660271,,"ball",,,,,13,"Martin Maldonado homers (2) on a fly ball to left field.   Jake Meyers scores.","R","R","R","LAA","HOU","B",,,2,2,2023,"-1.23","0.38","-0.13","0.89",,,676694,1,5,"Top",,,,,608360,,,8.832021344673715,-141.22913812250684,-7.7277866405336795,-18.541008746207364,32.47781623853527,-25.481683236750246,"3.17","1.5",,,,"98.3",1657,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.5",,,,,,,,32,5,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",220,"-0.023","0.113"
"SI","2023-05-09","92","-2.18","5.58","Ohtani, Shohei",455117,660271,,"foul",,,,,2,"Martin Maldonado homers (2) on a fly ball to left field.   Jake Meyers scores.","R","R","R","LAA","HOU","S",,,2,1,2023,"-1.14","0.43","-0.14","2.66",,,676694,1,5,"Top",,,,,608360,,,7.725572878847287,-133.8172516804956,-2.4944320699033207,-15.352223989687946,28.713922170345665,-26.722427494751436,"3.13","1.48",59,"68.6",5,"93",1720,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.62",,,,,,,,32,4,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",253,"0","-0.072"
"SI","2023-05-09","92.9","-2.27","5.57","Ohtani, Shohei",455117,660271,,"called_strike",,,,,5,"Martin Maldonado homers (2) on a fly ball to left field.   Jake Meyers scores.","R","R","R","LAA","HOU","S",,,2,0,2023,"-1.35","0.45","0.03","2.59",,,676694,1,5,"Top",,,,,608360,,,8.924825307648499,-134.98414667059993,-2.8272687187094734,-18.435725637537082,29.523680850673387,-26.28608289843857,"3.19","1.5",,,,"93.8",2161,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.57",,,,,,,,32,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",162,"0","-0.084"
"ST","2023-05-09","82.3","-2.59","5.48","Ohtani, Shohei",455117,660271,,"ball",,,,,14,"Martin Maldonado homers (2) on a fly ball to left field.   Jake Meyers scores.","R","R","R","LAA","HOU","B",,,1,0,2023,"1.05","0.22","1.1","2",,,676694,1,5,"Top",,,,,608360,,,6.413314898339559,-119.75851869053017,-1.7961480479162397,8.921101018386045,22.768132463979853,-29.928578529894462,"3.19","1.5",,,,"83.3",2076,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.6",,,,,,,,32,2,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",33,"0","0.067"
"SI","2023-05-09","95.4","-2.23","5.5","Ohtani, Shohei",455117,660271,,"ball",,,,,14,"Martin Maldonado homers (2) on a fly ball to left field.   Jake Meyers scores.","R","R","R","LAA","HOU","B",,,0,0,2023,"-1.25","0.36","0.86","1.52",,,676694,1,5,"Top",,,,,608360,,,11.050758344737423,-138.35083810134947,-5.651563640727704,-18.57815647813492,32.65924331639777,-26.321537852038293,"3.19","1.5",,,,"96.1",2689,"7",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.48",,,,,,,,32,1,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",98,"0","0.047"
"FS","2023-05-09","88.5","-2.34","5.93","Ohtani, Shohei",676694,660271,"walk","ball",,,,,12,"Jake Meyers walks.","R","R","R","LAA","HOU","B",,,3,0,2023,"-0.47","1.37","1.41","2.57",,,,1,5,"Top",,,,,608360,,,10.199708818401213,-128.4824847793465,-5.002374571181324,-7.353627745756914,26.317630958479963,-16.056795098144008,"3.23","1.55",,,,"89.1",2115,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.74",,,"0.7",1,0,0,,31,4,"Split-Finger",1,0,0,1,0,1,0,1,"Standard","Standard",217,"-0.036","0.118"
"SI","2023-05-09","89.6","-2.28","5.74","Ohtani, Shohei",676694,660271,,"ball",,,,,11,"Jake Meyers walks.","R","R","R","LAA","HOU","B",,,2,0,2023,"-1.26","0.24","-0.14","3.52",,,,1,5,"Top",,,,,608360,,,8.00797571021821,-130.29477948857235,0.035389861653147614,-16.031364473546457,28.217837923325572,-29.719647560950236,"3.08","1.55",,,,"90.2",2893,"6.8",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.72",,,,,,,,31,3,"Sinker",1,0,0,1,0,1,0,1,"Standard","Standard",277,"0","0.083"
"ST","2023-05-09","82.8","-2.63","5.48","Ohtani, Shohei",676694,660271,,"ball",,,,,14,"Jake Meyers walks.","R","R","R","LAA","HOU","B",,,1,0,2023,"1.55","0.23","1.86","0.92",,,,1,5,"Top",,,,,608360,,,7.2784723115140935,-120.29619600217819,-4.319269602048661,13.416326204570838,25.564560234256145,-29.282689190014416,"3.19","1.55",,,,"83.2",2591,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.64",,,,,,,,31,2,"Sweeper",1,0,0,1,0,1,0,1,"Standard","Standard",56,"0","0.046"
"FF","2023-05-09","96.5","-2.04","5.79","Ohtani, Shohei",676694,660271,,"ball",,,,,14,"Jake Meyers walks.","R","R","R","LAA","HOU","B",,,0,0,2023,"-0.16","1.23","1.14","1.94",,,,1,5,"Top",,,,,608360,,,8.906402260958469,-140.1129161162094,-7.512506411734254,-4.122677388269084,31.981805350241466,-14.475111439676606,"3.1","1.55",,,,"97.4",2284,"6.9",718237,660271,608360,570482,592273,543685,687263,621493,545361,592669,"53.56",,,,,,,,31,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",219,"0","0.028"
